Date,Time,Site,Location,Client Location ID,Device,Country,Region,Segment,Cost,Currency,Weight,Unit,Portions,Quantity,Duration,Food Item,Food Item Category,Loss Reason,Source,Disposition,Container,Stage of Processing,Operator,Event Order No.,Edited
11/8/2019,21:13:35,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons - FS,US,NORAM,College/University,243.67,USD,157.21,lb,,1,16,Post Consumer Food,None,Post Consumer,Post Consumer,Compost,Green Bin,Post-Consumer,Post-Consumer,,0
11/8/2019,20:18:15,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,12.24,USD,10.2,lb,,1,18,Chili,Soup-Sauce-Gravy,Overproduction - Holding,Chef's Table,Compost,Round Bowl - Large,Pre-Consumer,Dewayne P,,0
11/8/2019,20:17:21,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,12.48,USD,10.4,lb,,1,19,Chili,Soup-Sauce-Gravy,Overproduction - Holding,Chef's Table,Compost,Round Bowl - Large,Pre-Consumer,Dewayne P,,0
11/8/2019,20:16:36,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,13.2,USD,9.1,lb,,1,48,Sauce,Soup-Sauce-Gravy,Overproduction - Line,Chef's Table,Compost,Round Bowl - Large,Pre-Consumer,Dewayne P,,0
11/8/2019,20:05:32,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,45.08,USD,18.4,lb,,1,32,Chicken - Boneless,Meat-Protein,Inventory - Spoiled/Dated,Grill,Compost,No Pan,Pre-Consumer,Gerald C,,0
11/8/2019,14:31:42,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,17.23,USD,5.9,lb,,1,14,Pork,Meat-Protein,Overproduction - Line,Chef's Table,Compost,Large Round,Pre-Consumer,Brenay W,,0
11/8/2019,14:30:57,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,8.01,USD,7.7,lb,,1,15,Mixed Starch,Mixed Foods,Overproduction - Line,Chef's Table,Compost,Casserole Dish,Pre-Consumer,Brenay W,,0
11/8/2019,14:30:24,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,3.98,USD,4.1,lb,,1,11,Potatoes,Starch,Overproduction - Line,Chef's Table,Compost,Casserole Dish,Pre-Consumer,Brenay W,,0
11/8/2019,14:29:58,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,3.5,USD,4.6,lb,,1,9,Vegetables,Fruit-Vegetable,Overproduction - Line,Chef's Table,Compost,Casserole Dish,Pre-Consumer,Brenay W,,0
11/8/2019,14:29:27,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.78,USD,0.8,lb,,1,17,Bread,Bread-Cereal,Overproduction - Line,Chef's Table,Compost,Medium Shallow Round,Pre-Consumer,Brenay W,,0
11/8/2019,14:28:59,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,0,USD,0,lb,,1,12,Bread,Bread-Cereal,Overproduction - Line,Chef's Table,Compost,Medium Round,Pre-Consumer,Brenay W,,0
11/8/2019,14:22:17,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,7.18,USD,7.4,lb,,1,12,Potatoes,Starch,Overproduction - Line,Chef's Table,Compost,Sheet/Roasting Pan,Pre-Consumer,Brenay W,,0
11/8/2019,14:21:47,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,2.5,USD,4.1,lb,,1,21,Rice,Starch,Overproduction - Holding,Chef's Table,Compost,Medium Round,Pre-Consumer,Brenay W,,0
11/8/2019,14:21:00,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,7.57,USD,7.8,lb,,1,5455,Potatoes,Starch,Overproduction - Holding,Chef's Table,Compost,Sheet/Roasting Pan,Pre-Consumer,Brenay W,,0
11/8/2019,13:18:51,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons - FS,US,NORAM,College/University,117.84,USD,76.02,lb,,1,4,Post Consumer Food,None,Post Consumer,Post Consumer,Compost,Green Bin,Post-Consumer,Post-Consumer,,0
11/8/2019,13:04:08,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,0.53,USD,3.5,lb,,1,13,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (4-inch) Metal,Pre-Consumer,Kip B,,0
11/8/2019,11:43:50,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,0.67,USD,4.4,lb,,1,16,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/8/2019,11:12:42,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,19.58,USD,1.2,lb,3.84,1,40,Kosher Entrée,None,Overproduction - Holding,Kitchen,Compost,No Pan,Pre-Consumer,Pamela H,,0
11/8/2019,10:53:26,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,1.39,USD,0.6,lb,,1,20,Bakery-Pastry,Bread-Cereal,Overproduction - Line,Dessert Station,Compost,White Melamine Platter,Pre-Consumer,Lorraine B,,0
11/8/2019,10:52:57,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.62,USD,3.6,lb,,1,16,Hot Cereal,Bread-Cereal,Overproduction - Line,Bowls,Compost,Soup Container-Large,Pre-Consumer,John W,,0
11/8/2019,10:52:06,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.13,USD,2.5,lb,,1,15,Hot Cereal,Bread-Cereal,Overproduction - Line,Bowls,Compost,Soup Container-Large,Pre-Consumer,John W,,0
11/8/2019,10:51:16,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,2.61,USD,5.8,lb,,1,25,Hot Cereal,Bread-Cereal,Overproduction - Line,Bowls,Compost,Soup Container-Large,Pre-Consumer,John W,,0
11/8/2019,10:42:00,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,0.97,USD,1,lb,,1,25,Potatoes,Starch,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/8/2019,10:41:02,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,1.67,USD,3.7,lb,,1,27,Hot Cereal,Bread-Cereal,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/8/2019,10:40:16,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,7.63,USD,7.2,lb,,1,24,Eggs,Dairy,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/8/2019,10:39:33,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,2.65,USD,2.5,lb,,1,23,Eggs,Dairy,Overproduction - Holding,Grill,Compost,Medium Round,Pre-Consumer,Pamela H,,0
11/8/2019,9:18:34,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,1.02,USD,6.7,lb,,1,13,Vegetables,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/8/2019,7:57:06,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,2.94,USD,14.4,lb,0.96,1,17,Pineapple,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/8/2019,7:11:38,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,12.35,USD,9.8,lb,,1,18,Melons,Fruit-Vegetable,Overproduction - Line,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/8/2019,6:42:14,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,4.81,USD,13.9,lb,,1,19,Fruit,Fruit-Vegetable,Trimmings & By-Products,Kitchen,Compost,Full Hotel Pan (2.5-inch) Metal,Pre-Consumer,Peggy P,,0
11/8/2019,6:15:57,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #1 - T1,US,NORAM,College/University,21.66,USD,9.8,lb,,1,20,Cookie,Desserts,Handling,Dessert Station,Compost,White Melamine Platter,Pre-Consumer,Lorraine B,,0
11/8/2019,2:12:13,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,5.45,USD,3.15,lb,,1,34,Fruit,Fruit-Vegetable,Overproduction - Line,Grill,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Tadarius M,,0
11/8/2019,2:11:12,Vanderbilt University,Commons,Commons,Vanderbilt University - Commons #2 - T2,US,NORAM,College/University,0.49,USD,0.65,lb,,1,211,Vegetables,Fruit-Vegetable,Overproduction - Line,Grill,Compost,Shotgun Pan (4-inch) Metal,Pre-Consumer,Tadarius M,,0
